#OTU ID	S324	S164	S400	S346	S145	S568	S389	S459	S566	S579	S532	S332	S119	S147	S112	S169	S325	S105	S355	S165	S55	S229	S116	S58	S176	S507	S490	S565	S161	S341	S511	S571	S92	S354	S557	S174	S71	S113	S166	S533	S580	S168	S554	S516	S100	S508	S336	S276	S267	S111	S638	S647	S668	S196	S210	S632	S76	S436	S603	S683	S21	S454	S644	S678	S456	S425	S642	S599	S687	S674	S433	S320	S653	S663	S648	S423	S303	S444	S662	S288	S596	S435	S602	S637	S80	S260	S37	S90	S453	S428	S438	S701	S645	S604	S286	S608	S609	S698	S643	S685	S652
Otu000044_Chryseobacterium	15	71	0	18	10	368	0	45	0	39	93	0	11	8	8	36	0	0	10	5	1	3	0	116	0	4	3	17	31	34	33	28	0	1	0	0	0	110	24	9	24	4	9	0	0	0	62	0	0	1	245	0	78	0	24	1	119	0	28	0	13	158	6	0	54	63	79	1	28	74	8	1	16	21	5	215	0	4	0	0	65	0	22	59	0	0	47	0	1	18	0	19	1	17	0	1	112	16	33	0	0
Otu000045_Solirubrobacter	241	23	0	1	0	0	0	26	0	3	0	0	0	1	0	0	0	0	0	0	30	26	3	1	0	0	3	2	0	5	1	2	0	1	0	422	0	21	1	0	13	5	0	0	5	1	223	0	0	0	10	53	46	7	4	19	83	40	34	64	52	118	31	2	127	30	30	101	94	11	18	93	100	3	15	0	0	10	51	75	8	15	38	21	39	174	93	0	68	32	24	19	35	23	30	62	6	30	14	54	15
Otu000047_Oxalobacteraceae_unclassified	6	101	73	1967	79	153	7	65	0	151	315	51	184	0	154	1	476	0	83	27	60	2	265	3	90	897	1	0	3	518	47	34	6	1046	6	17	128	0	45	302	1	52	66	0	4	1182	7	12	0	0	2	0	8	16	1	1	12	0	18	6	10	2	7	12	1	11	0	1	7	5	0	3	6	3	11	26	0	3	5	0	11	2	34	2	1	5	122	0	1	0	1	8	96	0	0	0	1	1	21	0	4
Otu000048_Pantoea	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	28	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	5	166	7	46	7	0	45	0	54	9	0	2	0	0	0	0	0	0	1	0	0	0	3	7	2	13	0	0	0	0	0	7	0	0	2	1	8	0	28	4	4	58	0	0
Otu000051_Nakamurella	222	4	0	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	40	0	1	11	1	0	3	0	0	0	2	0	0	0	1	0	28	1	0	0	25	0	1	6	2	1	53	0	5	0	30	126	92	17	7	29	10	27	44	140	95	38	106	14	107	150	40	81	81	59	36	61	51	8	14	5	1	29	40	3	4	39	70	27	70	102	47	7	43	127	17	52	208	25	23	59	5	22	12	58	22
Otu000052_Polaromonas	47	429	3	204	1	358	15	0	0	35	7	42	15	1	0	21	0	0	11	31	35	12	75	26	0	7	159	0	0	4	23	42	22	6	5	0	98	1	134	11	28	1	20	3	3	14	0	170	0	63	64	131	54	144	3	3	29	90	6	99	39	5	16	9	1	117	33	16	5	35	68	13	27	45	26	4	0	32	45	43	20	66	2	27	15	4	4	0	5	103	41	20	37	8	0	20	5	110	14	5	101
Otu000053_Sphingomonas	4	1	0	15	0	0	1	1	0	3	0	9	0	0	0	0	0	0	1	0	0	3	0	9	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	11	1	0	0	59	0	55	6	2	0	56	4	0	0	2	0	7	3	15	431	23	3	11	4	16	4	7	26	2	0	1	0	0	0	0	2	608	7	123	9	0	0	0	22	1	5	3	1	2	75	0	0	34	0	144	1	0
Otu000054_Blastococcus	212	1	1	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	3	2	1	0	0	0	0	0	1	0	0	0	0	0	57	72	50	0	1	57	25	53	105	17	56	122	89	51	47	73	50	58	93	18	37	59	112	1	10	5	0	1	42	39	12	19	33	26	94	11	3	23	115	91	10	22	47	100	179	482	2	93	18	43	3
Otu000055_Comamonadaceae_unclassified	9	400	1	1848	8	208	1	3	0	16	0	1	17	2	0	14	0	1	16	17	2	49	10	7	62	17	154	3	2	8	20	2	0	2	6	17	11	1	48	2	25	18	9	1	0	94	112	2	0	1	33	13	41	16	34	3	59	10	13	51	16	15	31	19	15	31	56	22	29	23	17	17	27	25	17	28	0	113	8	0	55	20	10	27	8	15	9	12	12	22	31	46	18	18	13	4	10	9	28	14	44
Otu000056_env.OPS_17_ge	112	2140	46	58	1	0	0	0	0	13	16	0	21	0	0	141	0	0	0	10	66	1	20	4	6	24	0	0	0	123	3	7	0	0	6	0	0	0	8	0	2	5	12	0	0	18	129	0	0	0	7	14	4	0	2	1	45	11	0	15	0	0	0	1	1	16	31	2	0	11	5	54	3	13	4	1	0	19	5	0	0	5	0	0	0	13	128	0	2	14	0	22	6	2	0	0	6	3	3	0	13
Otu000057_Rhizobacter	1889	4	3	313	0	1	0	0	1	0	28	0	3	0	0	7	0	0	0	0	0	71	5	0	6	6	30	0	0	1	2	6	0	0	0	6	88	1	2	0	11	0	1	0	0	0	0	0	0	0	35	96	40	22	1	5	0	118	0	196	20	12	82	108	9	57	91	17	45	8	96	36	47	59	13	22	0	80	83	1	11	73	24	15	12	137	3	0	11	48	74	20	50	7	3	2	1	21	7	9	52
Otu000058_Xanthomonadaceae_unclassified	573	105	314	3	28	13	0	2	0	11	6	0	2	188	0	1	0	0	7	18	162	13	82	161	81	3	26	0	5	4	0	47	0	19	14	1	6	0	18	83	21	170	0	0	11	5	5	76	34	0	10	16	29	6	128	18	9	28	11	18	14	0	10	23	3	10	10	4	5	11	45	10	12	3	24	0	0	6	2	0	3	14	0	16	15	2	3	5	2	5	13	9	10	6	4	0	14	5	3	3	8
Otu000059_Pelomonas	119	8	0	34	5	0	1	3	0	0	0	119	2	0	4	4	218	5	0	28	1	112	2	7	12	5	34	0	3	1	0	0	3	0	0	520	188	7	0	4	1	10	0	0	3	1	196	15	135	22	89	71	72	21	13	11	25	18	5	31	36	6	14	12	10	48	168	7	22	4	32	45	4	20	3	1	604	20	5	4	0	30	2	32	52	16	86	75	22	66	18	21	10	17	66	67	4	6	34	3	0
Otu000060_Comamonadaceae_unclassified	35	274	0	225	157	181	35	142	46	32	1	0	4	2	0	37	28	0	84	20	7	52	6	11	59	18	19	4	4	5	2	13	15	2	10	2	7	1	83	2	30	11	19	0	5	621	139	0	0	13	28	2	31	20	85	38	0	2	2	7	38	23	7	5	6	21	43	1	3	19	3	12	11	61	24	66	144	21	15	0	1	17	14	15	7	5	24	30	18	7	2	11	4	3	9	7	38	7	34	7	7
Otu000061_Sphingomonas	104	0	0	0	0	0	0	3	0	1	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	25	40	0	0	5	0	0	1	0	0	0	0	0	0	1	11	109	36	19	10	10	7	156	27	148	29	34	118	130	6	16	14	264	27	9	148	70	72	24	12	7	0	42	75	61	16	122	107	1	29	50	2	28	14	5	71	16	62	9	0	3	27	5	0	26	167
Otu000062_Acidiphilium	1344	0	0	1	0	0	0	0	0	6	0	0	0	0	4	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	8	1	0	0	0	0	2	21	0	30	0	5	12	7	2	1	0	18	0	0	5	1	4	16	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	3	6	0	9	1	2	0	0	2	7	6	1	0
Otu000063_Sphingomonadaceae_unclassified	33	46	0	1	7	10	0	6	0	7	2	0	12	2	0	10	0	0	10	39	2	11	7	51	30	8	27	1	0	3	14	20	0	1	9	70	23	2	16	0	16	11	7	0	1	33	100	9	0	0	18	22	27	142	521	3	29	9	1	108	11	19	71	28	3	29	6	32	63	22	12	33	25	16	22	42	0	147	14	28	4	21	44	2	23	60	0	18	28	29	32	35	3	3	22	0	3	13	2	167	107
Otu000064_Microbacterium	155	60	0	4	1	8	19	297	0	8	0	32	0	0	0	48	0	15	2	5	9	0	38	18	4	0	29	0	0	56	20	0	0	0	5	1	41	3	58	0	15	12	7	0	4	4	59	0	0	0	86	31	85	6	15	91	77	22	301	11	31	57	36	37	138	253	64	5	266	38	33	10	125	27	34	11	0	31	9	0	29	17	15	24	25	2	29	8	83	239	14	55	52	140	108	43	15	50	31	48	14
Otu000065_Devosia	66	779	0	12	53	389	1	200	0	34	3	1	47	3	45	43	0	0	139	62	0	152	28	1	148	154	10	58	0	3	2	105	19	49	133	354	0	57	130	1	25	47	34	0	5	79	230	6	0	0	11	17	82	305	62	2	25	15	23	9	4	18	15	39	5	18	9	2	19	102	16	40	32	157	66	238	0	59	128	1	4	12	20	2	8	17	3	41	14	25	9	6	46	5	17	71	3	9	9	13	1
Otu000066_Aureimonas	0	75	0	51	2	26	0	32	0	18	5	0	0	2	4	51	0	0	5	5	23	0	1	0	36	5	1	7	0	1	0	2	38	11	5	0	44	3	9	0	0	33	287	0	11	7	4	349	3	0	0	54	81	116	62	9	0	1	0	1	0	12	65	31	9	3	2	0	5	0	1	20	4	5	25	104	0	7	20	79	175	3	21	1	0	0	65	16	11	1	7	1	42	2	0	0	0	0	0	12	1
Otu000067_Nocardioides	158	9	0	9	3	3	0	4	0	6	0	0	1	0	0	0	0	0	1	0	1	2	1	0	1	0	14	0	2	0	1	0	0	0	2	2	13	1	0	1	7	2	1	0	3	0	0	0	0	0	16	116	15	73	25	10	2	54	50	67	17	41	182	80	30	16	21	18	130	24	65	56	98	93	14	19	0	25	150	13	8	51	25	11	10	33	18	47	27	29	83	41	74	14	13	12	7	50	2	38	56
Otu000069_Solirubrobacter	175	3	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	3	1	43	5	0	4	0	0	0	0	0	2	0	0	0	0	0	0	1	10	0	0	0	0	0	0	4	0	18	2	9	0	10	46	42	18	1	16	53	27	29	20	60	92	38	5	121	14	17	17	69	8	21	63	121	0	8	0	0	5	20	54	2	18	8	19	30	23	0	25	95	12	7	26	32	18	60	24	22	21	5	43	0
Otu000070_Microbacteriaceae_unclassified	16	154	0	2	30	72	1	277	2	100	0	3	168	156	2	59	0	0	6	147	0	2	670	17	9	1	163	718	0	18	193	183	0	22	269	8	0	0	22	0	37	37	361	0	1	72	43	13	0	0	2	35	1	9	4	6	8	3	14	10	1	1	97	2	2	1	0	0	10	74	2	6	11	32	780	46	0	17	296	0	6	4	4	0	1	2	15	0	7	16	0	23	135	0	14	9	4	73	9	16	2
Otu000071_Nocardioides	164	4	0	0	4	0	0	10	0	0	0	0	0	0	0	1	0	0	1	0	3	0	3	7	6	0	13	7	0	0	10	0	3	0	6	6	0	3	15	0	7	0	1	0	1	0	0	3	0	0	25	132	65	46	8	47	26	101	56	37	47	52	228	87	62	58	36	22	172	35	89	2	86	0	39	24	0	0	55	15	12	61	17	10	6	14	0	4	21	65	96	70	101	82	61	45	8	62	18	57	18
Otu000072_Sphingomonas	1	0	25	10	1	13	14	30	2	39	0	0	20	1	0	6	0	0	0	3	133	0	23	36	3	0	75	276	1	4	43	17	0	34	67	0	68	0	0	0	8	0	55	159	0	3	0	8	0	0	1	23	110	22	51	12	0	15	0	25	0	12	53	136	10	7	3	11	59	34	21	13	27	16	73	276	0	46	5	27	153	56	96	3	11	4	4	18	37	17	41	49	38	4	17	0	3	8	8	67	3
Otu000073_Comamonadaceae_unclassified	27	2	1	98	0	2	0	0	0	1	0	0	2	0	2	0	0	0	0	0	3	157	0	0	0	2	6	0	0	1	0	0	0	0	0	0	2	1	1	1	0	3	0	0	1	4	0	0	0	0	74	66	27	10	12	17	1	68	3	21	5	12	12	10	10	25	60	4	27	3	39	15	29	30	7	0	0	11	30	7	2	50	7	54	0	26	0	0	5	42	22	9	14	15	1	5	0	6	27	2	5
Otu000074_Belnapia	263	27	1	0	0	0	0	2	0	0	0	16	1	0	0	2	0	0	2	0	0	0	5	19	0	0	5	0	0	0	0	0	0	3	0	0	14	1	0	0	0	0	0	0	0	1	145	0	0	0	30	49	19	23	0	53	11	44	25	26	44	11	36	11	22	51	46	33	59	6	21	0	45	9	6	5	0	5	77	17	0	22	6	5	13	19	182	5	20	26	29	13	42	42	48	64	28	11	17	23	5
Otu000075_Escherichia-Shigella	11	0	3	0	0	0	0	8	0	0	0	13828	0	0	4	0	9	3	0	6	0	16	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	1	0	0	0	0	0	186	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	417	1	0	0	0	2	3	0	1052	6	22	12	1	1	0	0	0	0	19	0	0	0	5	0	2
Otu000076_Sphingorhabdus	796	10	5	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0	1	0	13	0	4	5	0	0	0	0	0	0	1	5	0	0	0	162	86	9	0	4	3	3	1	5	0	3	0	0	0	2	104	61	32	81	20	94	70	65	1	0	74	0	13	7	0	85	148	0	2	2	55	0	35	38	7	5	0	0	44	0	0	53	0	58	41	0	38	1	13	54	56	29	12	1	1	0	10	9	60	0	0
Otu000078_Patulibacter	1	0	0	0	3	0	0	25	0	0	0	55	1	2	0	0	0	0	1	1	0	0	0	5	0	0	1	16	0	0	2	0	0	10	0	0	0	0	3	0	0	0	0	0	1	0	175	0	0	0	8	2	23	15	148	1	52	0	13	0	90	4	12	1	0	3	18	7	5	5	0	25	4	0	2	3	0	15	2	0	9	0	9	2	0	0	58	0	1	2	3	4	2	8	32	2	1	19	3	25	0
Otu000079_CL500-29_marine_group	226	229	0	0	7	3	0	3	0	1	0	0	2	0	0	5	0	0	0	17	0	0	7	0	2	2	7	0	0	1	2	0	2	0	11	31	1	1	89	0	4	5	2	0	0	15	0	6	0	0	6	33	63	77	12	0	16	97	1	81	6	14	31	6	1	25	10	3	68	21	72	42	48	106	71	26	0	145	54	8	10	73	0	24	29	34	33	9	5	21	74	20	15	3	107	2	3	13	7	7	26
Otu000080_Microbacteriaceae_unclassified	10	229	6	6	34	40	0	0	0	10	0	0	24	1	0	5	18	0	8	5	2	3	90	3	0	1	3	4	0	0	7	0	0	4	25	0	28	4	5	0	36	2	0	5	4	19	88	16	0	0	0	31	49	5	7	1	5	16	4	13	18	9	14	14	8	22	0	6	13	46	15	0	17	25	24	7	0	31	25	9	0	16	1	1	16	2	1	5	5	25	3	24	28	6	10	1	1	45	12	30	24
Otu000081_Nocardioides	133	11	0	2	11	0	2	3	0	0	0	0	2	0	0	0	0	0	1	0	2	0	5	2	0	2	19	1	0	9	9	1	0	0	6	452	9	13	0	0	3	0	26	1	0	0	6	1	0	0	4	95	34	90	7	95	3	48	21	49	13	25	99	41	89	23	6	27	152	42	54	2	59	27	14	19	0	24	60	1	5	24	14	2	10	24	5	0	13	30	156	40	65	18	55	143	1	132	9	30	5
Otu000082_Nannocystis	287	47	0	6	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	30	0	0	0	0	0	1	2	0	0	45	18	0	0	0	0	0	0	0	9	0	2	8	0	0	0	0	13	0	0	0	0	9	12	61	17	2	0	60	5	27	50	2	2	1	6	16	0	0	1	3	55	350	6	20	14	0	0	123	1	0	0	61	6	0	10	25	0	0	2	14	37	3	2	33	0	0	37	48	0	0	3
Otu000083_Kineococcus	6	5	0	9	0	0	0	29	0	5	0	55	52	2	51	0	514	0	1	1	5	0	16	49	19	0	8	0	0	4	0	1	10	1	2	0	2	59	0	0	3	0	0	0	36	0	0	2	61	0	1	2	32	8	12	0	38	8	5	11	33	6	138	8	2	10	0	2	4	30	1	22	2	3	3	1	1	2	4	0	52	7	11	14	8	3	0	4	16	8	6	78	6	47	9	1	42	8	0	22	7
Otu000084_Klenkia	11	146	2	7	15	2	11	8	0	1	0	19	12	0	1	24	0	0	5	21	4	0	0	0	18	5	9	0	1	0	0	1	0	3	18	89	4	0	1	0	0	11	1	0	5	16	355	22	0	0	1	22	11	200	23	0	26	17	0	12	9	3	109	6	1	2	0	6	10	11	5	24	20	19	32	28	0	9	39	16	2	16	6	5	0	3	33	98	8	16	6	8	27	17	7	1	1	5	4	10	4
Otu000085_Rhizobiaceae_unclassified	119	109	0	18	106	31	0	0	1	4	2	0	1	8	0	2	0	0	47	5	7	470	25	11	37	7	6	1	0	59	4	4	4	237	6	1	0	1	17	0	13	1	17	1	70	3	34	0	0	2	18	5	24	29	3	9	10	0	4	13	64	2	15	12	19	2	13	17	5	14	3	24	3	2	2	2	0	41	75	0	4	1	0	8	25	28	41	0	1	12	2	4	7	19	11	6	2	4	2	4	11
Otu000086_Pseudonocardia	339	8	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	6	172	0	3	0	0	0	0	0	0	0	0	0	0	0	0	63	22	21	0	0	0	0	1	47	0	17	1	58	0	5	32	19	13	2	12	4	19	19	7	41	19	31	19	6	2	25	15	9	2	13	9	22	6	2	1	0	4	65	2	6	21	17	3	140	21	16	16	21	6	50	11	14	9	6	16	16	17	4	1	5
Otu000087_Staphylococcus	51	4	5	1	7	0	66	0	0	0	0	404	1	1	13	1	173	9	1	11	4	6	0	10	8	2	1	0	6	0	0	0	7	1	2	160	257	31	1	0	0	1	0	0	9	0	93	9	1156	2	0	0	1	155	0	0	68	1	0	0	68	0	0	0	0	2	4	1	0	1	0	5	0	0	1	0	362	0	0	4	12	0	11	6	84	4	28	6	5	0	0	1	0	0	36	0	7	0	0	1	0
Otu000088_Bacillus	362	0	0	8	0	0	0	22	0	0	0	65	0	0	6	0	5075	0	0	11	28	225	8	5	0	1	0	0	0	5	0	0	66	0	0	439	84	38	0	3	3	0	0	17	7	0	34	0	15	0	16	19	1	33	0	2	0	3	1	9	6	13	12	5	0	2	8	37	4	0	3	40	2	0	4	0	0	14	0	23	2	7	71	0	0	19	39	0	4	1	0	4	10	2	0	0	11	0	4	2	7
Otu000089_Rubellimicrobium	437	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	36	13	13	0	62	53	1	1	168	2	1	32	0	17	9	0	5	5	59	2	2	13	0	3	0	0	3	0	2	76	4	0	9	11	0	0	0	3	54	5	0	3	0	0	0	4	15	7	0
Otu000090_Methylophilaceae_unclassified	0	28	112	76	7	234	1	4	0	0	0	0	38	0	0	0	0	0	12	0	142	295	177	25	147	20	13	0	0	3	2	6	0	3	76	0	0	0	1	0	20	0	18	0	0	86	0	19	0	0	13	2	0	103	0	0	0	1	1	18	0	0	5	3	0	2	7	115	2	1	8	10	0	3	4	0	0	17	3	0	379	2	44	13	0	0	0	0	0	0	6	0	0	23	92	0	0	4	13	2	23
Otu000091_Nocardioides	93	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	2	0	0	2	0	0	0	0	0	13	15	13	5	0	0	32	71	26	58	51	11	27	7	6	11	6	113	7	4	44	78	14	4	0	0	0	4	24	31	13	30	82	0	58	63	21	12	0	8	31	7	7	19	0	4	0	14	0	4	39
Otu000093_Sphingomonas	114	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	1	3	0	0	0	0	0	0	0	0	33	0	1	0	0	0	0	0	0	0	0	6	0	3	0	20	88	31	30	1	33	30	108	35	59	26	74	27	19	27	26	20	83	47	13	76	72	67	24	6	0	0	2	104	63	17	91	25	12	20	55	0	1	48	18	26	22	23	39	0	47	30	10	9	41	9
Otu000094_Chryseobacterium	0	2	0	51	1	0	0	16	0	6	1	0	173	2	0	9	0	0	4	0	31	19	289	44	0	3	2	0	0	38	57	0	0	0	1	0	0	9	96	0	0	12	3	3	0	1	0	0	0	0	0	22	6	0	14	20	124	0	119	0	67	21	2	0	10	1	3	0	4	41	4	3	0	4	5	0	0	27	0	57	28	0	14	5	0	0	62	0	16	6	0	13	0	4	0	13	3	11	2	6	0
Otu000095_Oligoflexus	115	28	0	3	0	9	0	19	0	6	0	0	1	0	0	7	0	0	0	1	0	0	14	0	0	3	4	0	0	4	3	0	0	0	0	0	0	0	16	1	0	7	0	0	0	2	0	0	0	0	17	0	18	23	7	10	5	34	11	109	0	30	15	33	114	20	10	4	10	16	13	21	18	68	6	1	0	3	15	0	19	22	16	16	0	40	0	0	45	21	9	42	10	3	0	4	0	12	12	72	15
Otu000096_67-14_ge	460	8	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	73	0	0	15	0	0	0	1	0	2	0	0	0	0	0	0	0	20	0	0	0	0	0	0	18	2	0	0	0	0	9	15	93	16	0	58	23	24	17	3	0	33	13	3	44	9	21	5	16	2	23	1	40	4	5	0	0	0	12	6	11	9	9	20	52	9	0	0	40	12	4	34	2	23	14	13	52	14	3	23	0
Otu000097_Rubrobacter	40	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	183	0	0	72	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	14	0	0	0	229	0	10	25	23	3	6	11	0	21	84	4	3	272	12	6	157	12	3	4	141	8	25	10	126	1	3	0	0	1	5	53	0	13	2	8	0	0	0	0	141	12	8	23	1	9	43	27	9	54	2	116	0
Otu000098_Xanthomonadaceae_unclassified	63	1	17	0	0	1	6	2	0	2	0	19	1	1	0	16	26	0	1	0	2	0	0	2	0	0	15	0	0	2	0	1	0	1	0	41	2	0	0	1	4	0	0	0	0	0	0	1	2	2	14	20	32	11	9	51	0	55	3	22	0	4	16	55	6	36	12	2	4	14	71	13	7	8	12	1	0	10	9	4	5	18	2	26	0	2	0	0	1	14	24	6	7	6	84	0	87	5	10	0	0
Otu000099_SC-I-84_ge	113	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	69	69	3	0	33	6	48	5	72	3	48	10	3	99	23	11	36	15	14	23	38	124	10	16	0	0	13	49	2	0	16	12	3	0	12	8	0	121	27	2	18	49	2	0	0	17	5	11	36	12
Otu000100_uncultured_ge	33	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	1	1	0	0	0	0	0	1	6	0	0	3	0	1	0	0	2	227	0	0	0	5	108	8	75	11	8	27	33	16	0	41	10	124	86	7	19	7	7	39	11	30	12	26	12	4	3	0	4	46	29	11	34	7	3	43	13	0	0	15	37	52	15	60	11	10	3	5	24	1	4	0
Otu000101_Acidibacter	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	54	33	30	9	3	5	20	46	4	44	39	25	4	1	149	14	71	49	23	2	38	0	17	0	7	1	0	2	18	53	0	32	1	28	0	79	0	0	16	7	36	27	0	23	28	1	8	19	27	27	26
Otu000104_Mycobacterium	124	6	0	1	3	0	0	3	0	0	0	0	0	1	0	3	0	0	4	0	1	22	1	12	1	0	0	8	1	3	0	0	1	10	2	0	0	4	4	0	0	6	0	0	5	2	23	6	0	0	0	4	33	1	19	0	21	0	1	31	10	8	10	1	1	4	0	47	0	14	4	34	11	0	10	6	0	6	3	0	2	0	20	1	5	22	11	0	4	1	0	4	2	1	95	0	1	1	2	39	1
Otu000105_Pseudonocardia	216	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	8	78	6	1	7	1	9	49	52	10	15	16	35	7	30	18	91	15	13	7	33	5	20	5	4	0	0	1	35	77	1	30	13	4	3	20	6	0	28	4	12	26	8	21	0	31	8	33	2	29	3
Otu000106_Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	19	6	18	0	3	0	5	20	20	17	124	14	2	48	1	4	44	18	7	10	5	51	0	3	0	0	0	2	55	1	7	34	0	0	10	0	0	53	1	2	15	9	8	27	10	0	7	5	29	5
Otu000107_Prevotella_7	119	8	0	2	30	0	0	0	0	0	0	17	1	1	3	0	49	23	0	0	1	11	0	12	5	0	0	0	0	3	0	0	1	0	0	546	5	4	0	0	0	1	0	0	2	0	319	0	292	3	0	0	0	9	2	0	7	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	26	6	6	33	0	0	0	0	0	0	80	0	0	0	0	0	0
Otu000108_Flavobacterium	9	514	0	15	0	0	8	0	0	0	2	5	2	0	0	12	0	0	0	0	1	9	0	6	0	0	3	0	0	0	0	9	0	0	0	0	2	0	0	55	0	0	0	0	0	2	0	2	0	0	63	7	5	0	2	2	0	16	0	0	0	40	1	2	5	4	43	0	0	0	21	0	4	5	8	0	0	0	8	0	3	2	0	157	0	0	9	0	1	7	1	2	4	4	0	0	1	63	35	0	0
Otu000109_Sphingomonas	46	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	221	4	43	19	7	1	147	2	24	6	2	281	186	1	12	3	10	125	9	151	25	71	35	29	23	0	18	70	1	22	172	8	1	1	28	0	0	1	7	137	8	133	2	18	0	5	7	3	18	6
Otu000110_Pseudomonas	0	0	0	0	0	8	0	257	6	0	2	0	0	0	0	0	0	0	0	4	0	1	0	0	0	71	27	4	1	0	1	6	0	0	6	0	0	0	0	4	62	0	2	83	0	44	0	0	11	0	1	0	1	0	0	0	0	7	1	1	0	18	0	0	140	1	0	21	0	0	1	0	0	0	0	0	13	30	0	0	50	5	85	0	0	0	0	0	61	2	14	0	0	12	0	0	0	0	4	1	0
Otu000111_Massilia	85	1	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	14	42	0	3	0	0	1	0	0	0	1	0	0	0	1	0	14	23	0	0	0	0	0	1	0	2	0	0	0	8	147	14	0	3	2	1	0	19	0	11	6	0	3	1	0	0	4	0	0	3	0	0	0	5	2	0	0	0	0	0	2	1	3	1	0	364	0	148	16	2	18	0	0
Otu000112_Streptococcus	37	0	0	0	16	0	8	0	0	0	0	237	0	1	3	3	140	6	1	0	4	18	0	6	0	0	0	0	0	0	0	0	3	0	0	394	102	1	0	0	0	2	0	0	2	0	178	0	448	6	0	0	0	58	4	0	64	0	0	0	8	0	3	0	0	0	1	0	0	0	0	12	0	0	0	0	663	0	0	0	3	0	0	0	9	0	26	32	0	2	1	0	0	0	9	0	4	0	4	0	0
Otu000113_Amaricoccus	132	1	0	4	1	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	21	0	0	0	3	0	0	0	0	0	136	0	0	0	2	0	0	0	1	0	0	0	0	0	7	32	30	11	5	23	15	20	9	7	5	15	20	3	53	33	20	10	60	11	12	12	45	2	9	1	0	8	8	1	7	11	2	2	4	22	59	0	14	29	4	24	33	23	20	25	3	19	3	30	1
Otu000114_Conexibacter	71	5	0	2	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	15	6	1	1	0	0	0	0	0	0	0	0	3	0	1	0	48	0	0	0	0	0	0	2	1	0	71	2	0	0	6	8	23	16	21	1	20	1	1	1	31	6	15	4	13	9	11	13	5	1	2	86	6	6	5	0	0	5	38	3	2	1	8	3	6	14	28	0	2	9	2	2	9	6	8	2	0	10	9	2	1
